"Date",	"Rm_minus_Rf","SMB","HML","WML","IML","Risk_Free"
01/09/2022	,0.00814677900629637,0.0109436442794327,-0.00170402248280011,-0.00286259803121107,0.0115525520060611,0.000508928260861907
02/09/2022	,0.00361980454777817,-0.00341682087088861,0.00393566310557806,0.0040959778268235,-0.00187098685822013,0.000508578995602749
05/09/2022	,0.00941699350259585,-0.00224912238744426,-0.00451069917464345,0.00159424728096727,-0.00208909267472301,0.000508578995602749
06/09/2022	,-0.020293091461597,-0.0121580183300654,0.0044094611717332,0.0176133266422722,-0.00413968308880285,0.000509626699584986
08/09/2022	,-0.000924327465827858,0.00898111003998463,-0.0014266775697461,-0.0145096425670758,0.00680260515898059,0.000509626699584986
09/09/2022	,0.0170573418082598,0.00294208319954903,-0.00404840366896507,-0.00773245834995385,-0.00200758326259916,0.000509626699584986
12/09/2022	,0.00750992671830408,0.00379211590545605,-0.00247011758087866,-0.0151625239107259,-0.0004029450563004,0.000509626699584986
13/09/2022	,-0.0230349897195414,0.00419833911272736,0.00720409765748309,0.00770288031178302,0.00601254630360499,0.00051032501594972
14/09/2022	,-0.00150634803612508,-0.000903714779987242,-0.000822307722753464,0.00381288644222888,0.00315500068894136,0.00051032501594972
15/09/2022	,-0.00592571794361967,0.00892004245946562,0.0116481886079278,0.0091100452455057,0.00867432173656414,0.000510674128261224
16/09/2022	,-0.00539203018610533,-0.00039515199808131,-0.0112928633724158,0.0120710998058806,-0.00103314873194358,0.000511023209999406
19/09/2022	,0.0196361814187344,-0.0043338990783718,0.000693549323851621,-0.0109533176559661,-0.00383750596142238,0.000510674128261224
20/09/2022	,0.00552770085467555,-0.00702334291330084,0.00180776753391138,0.0118020905981357,-0.00622571687372932,0.000510674128261224
21/09/2022	,-0.00447836991880721,0.012729452232322,-0.00764930192919733,-0.00747418404036933,0.00959413545276149,0.00051032501594972
22/09/2022	,0.0175799466439361,0.0028679679715465,0.0132673671811714,0.00115812386061498,0.00334292758313745,0.00050822969973785
23/09/2022	,-0.0199773897654195,0.0108692095328804,0.00219348578401056,-0.00615258145927488,0.0107684995429478,0.00050822969973785
26/09/2022	,-0.0237328918217014,-0.0103431080503477,0.000278803998559105,0.0151918167643661,-0.00645790729016558,0.00050822969973785
27/09/2022	,-0.00782246408046032,-0.00881340117692543,0.000284791295600091,0.00918563552553527,-0.00756150578393916,0.000507880373261882
28/09/2022	,1.63234984124735e-05,0.0141130026602317,0.00527974401548634,-0.0101466601575184,0.0127096741357819,0.00050822969973785
29/09/2022	,-0.00754069709725094,0.00235722906590122,0.00640565636607198,0.0145685707715362,0.00400792873987006,0.00050822969973785
30/09/2022	,0.0176008572596748,0.0106947134057076,-0.00193870279404236,-0.0197221060334158,0.00355973257074848,0.00050822969973785
03/10/2022	,0.0543147330681456,-0.007507877603996,0.00260794757800208,-0.00740582773699609,-0.0102590429490994,0.00050822969973785
04/10/2022	,-0.00350559912392631,0.000320391548379483,-0.0126788907121647,-0.0222172758369523,0.000211600752335592,0.00050822969973785
05/10/2022	,0.00514874753621512,0.00846971612687683,-0.00128360963116274,-0.000459282875256168,0.00954787624219453,0.00050822969973785
06/10/2022	,0.0035042466878535,0.013925908482336,0.00128579764368898,-0.0193646435138069,0.0113000656024318,0.00050822969973785
07/10/2022	,-0.0114868249361053,0.00157539123256908,0.00867514103357951,0.0118637101684369,0.00015173524060072,0.00050822969973785
10/10/2022	,-0.00316448691873387,-0.0124166509316529,-5.03509793094029e-05,0.0145105325897355,-0.00990655283002037,0.00050822969973785
11/10/2022	,-0.00945335412227742,-0.00471335954545684,-0.00398832169071985,0.0114422515839428,-0.00440486904009417,0.00050822969973785
13/10/2022	,-0.00218409829549638,0.011154215061095,0.00365374753413219,0.00457912732405947,0.00933473955181602,0.00050822969973785
14/10/2022	,-0.0182739687157261,0.00290483088284643,0.0178118739109751,0.0126271325418371,0.00592312408095648,0.00050822969973785
17/10/2022	,0.0112433762378259,-0.00723087566227772,-0.000275158023617409,-0.000181592868993901,-0.00732233215572097,0.00050822969973785
18/10/2022	,0.0167221595595896,-0.0144790191978433,0.00659548898380446,0.00789583023281539,-0.01590135755386,0.00050822969973785
19/10/2022	,0.00434761353149541,-0.00669076672797773,0.00168419802311071,0.0190668079724601,-0.00710883384545443,0.00050822969973785
20/10/2022	,0.00617018606490224,-0.0207355956331706,0.00331975715386536,0.0218903416340922,-0.0200353617218163,0.00050822969973785
21/10/2022	,0.0213225213054283,-0.0032315461267168,-0.00418999119524886,-0.0036393891164989,-0.0033309825063246,0.000508578995602749
24/10/2022	,-0.0301714563473957,0.00639803098081364,0.00026166776175361,0.0110339122419523,0.00819488229504305,0.000508578995602749
25/10/2022	,-0.0127892891061972,0.0104872464129692,0.00174198757776053,-0.0139655042937038,0.0101381203498248,0.00050822969973785
26/10/2022	,-0.0173727794146471,-0.0130811701623864,0.00172836044223724,0.0219457421093352,-0.01190938223241,0.00050822969973785
27/10/2022	,0.0196348277197341,-0.00432904999004013,-0.00841175229493537,-0.0125536654859228,-0.0036460142270271,0.000507880373261882
28/10/2022	,0.00185848795724791,0.0065720113201731,-0.00285121143199881,-0.00899292854885803,0.00509601590466164,0.000507880373261882
31/10/2022	,0.0117939613138622,0.00531227780387907,-0.013659309861842,-0.0181610082220846,0.00658642805079132,0.000507880373261882
01/11/2022	,0.00488625995152967,0.00849068169746249,0.00453316213650735,-0.0118645952258217,0.00897296427917016,0.00050822969973785
03/11/2022	,0.00399688390187578,0.009063165348364,-0.00625024156948978,-0.0120415764051521,0.0136891030625647,0.00050822969973785
04/11/2022	,0.00588016643600524,-0.00385112446645457,-0.00927377505484335,0.00746497479835577,-0.0101189731039696,0.00050822969973785
07/11/2022	,-0.0244991334857592,-0.0100286376939642,0.00430430848387922,0.0139646850259105,-0.00920198047525984,0.00050822969973785
08/11/2022	,0.00646093530385293,-0.00846501474010787,0.00436685710442693,0.00310701441439633,-0.00563285372380007,0.00050822969973785
09/11/2022	,-0.0223153781764925,-0.00422942144184646,0.00230458605500393,0.0114560294636417,-0.00336238825211726,0.00050822969973785
10/11/2022	,-0.0377235579785203,-0.0206955887533549,0.00796347397327705,0.0169338264407366,-0.0182451713975368,0.000509277495520877
11/11/2022	,0.0164478962089438,-0.0355752793172506,0.000371915994916768,0.00557243379694965,-0.0399696377979295,0.000509626699584986
14/11/2022	,0.00675648210729847,0.00685602015648007,-0.00368265746524324,-0.00669294569176335,0.00544580077543223,0.000509277495520877
16/11/2022	,-0.0284959865840409,-0.0092407580584095,0.00900408441653704,0.00769935485559567,-0.00377034048532075,0.000509626699584986
17/11/2022	,-0.00610970002628574,-0.00241824890399918,0.000257135573689109,0.00851056744641021,-0.00614748503991559,0.000509626699584986
18/11/2022	,-0.00564237618278089,-0.00902184542134995,0.00296624570510586,0.00451726740335325,-0.00631701591813128,0.000509277495520877
21/11/2022	,0.00953120175848514,0.000194135086686989,0.0112185139066356,-0.00131676726494976,-0.0043152347121942,0.000509277495520877
22/11/2022	,-0.00817289714611903,-0.00881816943477521,0.00567011860072396,0.00054256838962741,-0.00569741555017999,0.000509277495520877
23/11/2022	,-0.00245588938433731,-0.00610521906434293,0.00639374460398595,0.00636595024877707,-0.00584924930888043,0.000509626699584986
24/11/2022	,0.0270873043769964,0.0146772976753822,-0.00897297736424066,-0.0143748754198433,0.0121320667471891,0.000509626699584986
25/11/2022	,-0.024700918078536,-0.00621933876466235,0.0112586114759057,0.00645099131259205,-0.00644930139356996,0.000509626699584986
28/11/2022	,-0.00433022358300625,-0.014189360090118,0.00566696720054204,0.0251835687023057,-0.0115113067938534,0.000509626699584986
29/11/2022	,0.0158209340415425,0.0146420418774289,0.00425136670825291,-0.00478859787877858,0.010786335954669,0.000509277495520877
30/11/2022	,0.0128360329773633,-0.00856102254512028,-0.0117730701851934,-0.0100804363674141,-0.0071974841728792,0.000508928260861907
01/12/2022	,-0.01356437370883,0.0104837122335521,0.011410194020884,0.00805866718255521,0.0135286058774462,0.000508578995602749
02/12/2022	,0.00961834077709526,0.0173037458225484,-0.00901871499136717,-0.0106069471254148,0.0117910831889388,0.000508578995602749
05/12/2022	,-0.0244638469095235,-0.00823983557537514,0.00380737495931504,0.0130679826285117,-0.00622329052961515,0.000508578995602749
06/12/2022	,0.00554612524556095,0.00133958104334595,-0.00141873683286873,-0.0024628123774734,0.00103718958444169,0.000508578995602749
07/12/2022	,-0.00733936491754584,0.0049054915837791,0.0113002462332618,-0.000450058715261919,0.00597337682109165,0.000508578995602749
08/12/2022	,-0.0202934625719382,-0.00497431255776236,0.0054651626795852,0.0121848894007961,-0.0115211447368264,0.00050822969973785
09/12/2022	,-0.0012164142189749,-0.00732965738266231,0.0097418009058644,0.0101981352169614,-0.0087678776780161,0.00050822969973785
12/12/2022	,-0.0198891454246081,-0.0157650969276612,-0.00759756165145211,-0.00917324377793979,-0.00972035618917646,0.00050822969973785
13/12/2022	,-0.0197813031982503,0.0052619770362988,0.00528973079412544,0.000305113496824112,-0.00119844572980827,0.00050822969973785
14/12/2022	,0.000413255020017633,-0.00235750370263701,0.000846273004091648,0.00642379637804268,-0.000801247513968815,0.00050822969973785
15/12/2022	,0.000501067974393375,0.00522269767698306,-0.00150020009233031,0.0115647823137868,0.003542469986568,0.000508578995602749
16/12/2022	,-0.00773740467875446,-0.0113256518165761,0.0118116190639421,0.00743728148865946,-0.00963655827800034,0.00050822969973785
19/12/2022	,0.0181553650984053,0.011313503557844,-0.0274728882467018,-0.0119493576559121,0.0180512870745066,0.00050822969973785
20/12/2022	,0.0217894994202296,0.0105391316467158,0.000598241374407379,-0.0151420421193343,0.0109137489251432,0.00050822969973785
21/12/2022	,0.00385853590613829,0.00184148100117099,0.00134933523442643,-0.00339116132890147,0.00110160555368198,0.00050822969973785
22/12/2022	,0.00344949532604608,-0.00676061415168529,0.000774120750883317,0.00299097238644849,-0.00857298270039907,0.00050822969973785
23/12/2022	,0.0183421393471184,0.0151818667267427,-0.00853269086877342,-0.00592987904201181,0.0155171841527575,0.00050822969973785
26/12/2022	,-0.00946298459723399,0.00797689587087718,0.00242974282014512,-0.00599236764617528,0.00791234548076269,0.000508578995602749
27/12/2022	,-0.00426905675649143,-0.0210627910517855,0.00100309509537306,0.0105806248971445,-0.0219027462072311,0.00050822969973785
28/12/2022	,0.0140098382841481,0.00638936084824955,0.00428700248601449,-0.0137056591192488,0.00401065670941972,0.00050822969973785
29/12/2022	,-0.00356022836184993,0.00817687010017293,0.0104079193579623,0.00404332179344807,0.00785431333422587,0.000507880373261882
02/01/2023	,-0.0299589772332689,0.00212836361671426,0.00845060670813376,0.00239158725712075,0.00094098053212207,0.00050822969973785
03/01/2023	,-0.0218680380418843,0.00727870589091687,0.0134216410832287,-0.0106029081115935,0.00479522121508331,0.00050822969973785
04/01/2023	,0.0104257292115256,-0.00499381475409161,0.00418693681137937,-0.00795954940741478,-0.00925094159304371,0.00050822969973785
05/01/2023	,0.0190224585928684,0.016445192475643,0.0255052787171527,-0.0259967901488089,0.0125913121944848,0.00050822969973785
06/01/2023	,0.0113004803109617,0.00812169811866174,-0.00367109944066635,-0.00462963255741638,0.00862623863624222,0.00050822969973785
09/01/2023	,0.00177395063117314,0.00420940008829724,0.00179174565245476,-0.00311027587418944,0.00104053367421945,0.00050822969973785
10/01/2023	,0.0156648738955795,0.0176296221368954,0.00853267615731037,-0.023142748185358,0.0142926079418799,0.00050822969973785
11/01/2023	,0.0129221828472812,-0.0198090404638435,-0.00821021729124691,0.0183055750781817,-0.0147425800936633,0.00050822969973785
12/01/2023	,-0.00658552620831068,-0.0132403834637385,-0.0201312364778101,0.0108851455004399,-0.0034908287244708,0.00050822969973785
13/01/2023	,-0.00809016003595144,-0.00976648167393382,-0.00714568840659302,0.0119719263143572,-0.000813972025475869,0.00050822969973785
16/01/2023	,-0.0157366184442741,-0.00708926136200902,0.00097930402268739,0.00700681852929484,-0.00862889590259426,0.00050822969973785
17/01/2023	,0.019589445309834,-0.00760890517362931,-0.00201268975558497,0.00792641238674252,-0.00878030055460004,0.00050822969973785
18/01/2023	,0.00644731614288746,-0.00617802410010343,0.00144068929988673,0.00149021098559532,-0.00173913317813069,0.00050822969973785
19/01/2023	,0.00458915124287256,-0.0017000940119526,-0.00917907826033524,-0.00433140410112625,0.000112543592366277,0.00050822969973785
20/01/2023	,-0.00695486955947598,0.0186238552023119,0.00278668264148542,-0.00505523322235566,0.0078522832559312,0.00050822969973785
23/01/2023	,-0.0034419655493498,0.00337085158128875,0.0029217121236034,0.0017795222837679,0.00158589205503738,0.00050822969973785
24/01/2023	,0.0110574035598749,-0.000578931664881349,-0.0133290532381957,-0.00955701989004534,-0.00329310614132396,0.00050822969973785
25/01/2023	,0.0111252919044271,0.0113014704230766,-0.00118030937030427,0.00179196726483641,0.0120937953725277,0.00050822969973785
26/01/2023	,-0.00143985272910708,0.00724759761660366,0.00218975048518781,-0.00253120596493572,0.00602261779778077,0.00050822969973785
27/01/2023	,-0.0135790782094365,0.00441099696417455,-0.00214193248244772,-0.0130904135313138,0.00750553424286262,0.00050822969973785
30/01/2023	,-0.00138872858189591,-0.0116864761733445,-0.00825998139197704,0.0101479285533976,-0.00795644831565119,0.000507880373261882
31/01/2023	,0.0110520226204358,0.0127343722153175,0.000243720599943782,-0.0146860574069056,0.00523778321834918,0.000507880373261882
01/02/2023	,-0.0129716867781828,0.0065211659257948,-0.00998530616448687,-0.00224588660870246,0.00127804479509104,0.000507880373261882
02/02/2023	,-0.0156570630861958,0.00501017767515151,0.0107218421735999,0.00130623090311876,0.00795730406820327,0.00050822969973785
03/02/2023	,-0.0138621694796565,-0.0148622090825367,-0.00680125795570046,0.0295192304554017,-0.00509278575265429,0.00050822969973785
06/02/2023	,0.00067094957146917,-0.0227063210297608,-0.00323793168345667,0.0234742813532991,-0.012503949583913,0.00050822969973785
07/02/2023	,-0.00833397470662068,-0.0103677145710224,-0.0148062935512893,0.0177799554617504,-0.00454313146427582,0.00050822969973785
08/02/2023	,0.0181990159041906,-0.00804442738462899,-0.00536989653188657,0.00837215316647373,-0.0102147192396898,0.000507880373261882
09/02/2023	,-0.017852820443818,-0.0102846190597921,-0.00127847998856202,0.0150000821789246,-0.00682606155779758,0.000507880373261882
10/02/2023	,0.00230978550734548,-0.00601638482773569,-0.00645917935673863,0.0227070756585954,0.00508208017907507,0.000507880373261882
13/02/2023	,0.0064636911450546,0.000850388481405209,-0.00359774772900519,-0.00132754631816438,-0.00311253211451138,0.000507880373261882
14/02/2023	,-0.00764352487311993,-0.00194680811800959,0.00378084214723137,0.0139807648489277,0.00326801910584898,0.00050822969973785
15/02/2023	,0.0156544349999804,0.0143606532375812,-0.00167143302782162,-0.0190088072692146,0.0129482915249962,0.000507880373261882
16/02/2023	,0.00349625265143032,-0.00319462969087227,0.00426057137406078,-0.00608738657560438,-0.00134834419655429,0.000507880373261882
17/02/2023	,-0.00463261256669715,0.00634193546699097,-0.00153215435001649,0.00524626680346417,0.00339154001892748,0.000507880373261882
22/02/2023	,-0.0172484458233718,0.00503838685072728,-0.00688401048427506,0.00372954248524578,0.0109728691418201,0.000507880373261882
23/02/2023	,0.00266752814358983,-0.00779174726536578,-0.00381456196269232,0.00200424053512354,-0.00704737740166545,0.00050822969973785
